STAID,STATE,FIPS,LAT_DMS , LON_DMS,WELLDPTH  ,SAMPDATE ,SAMPTIME,AS_RMRK,AS_CONC,LAT_DD,LON_DD
16S,2S,6N,6S,7S,10N,9S,5S,1S,10N,12N,12N
4.32557E+14,NH,33017,432557,710914,15,1-Sep-81,1025,.,1,43.4325,71.15389
4.35642E+14,NH,33003,435642,710914,49,4-Sep-92,1400,<,1,43.945,71.15389
4.3253E+14,NH,33017,432525,710918,34,24-Mar-87,1200,.,10,43.42361,71.155
4.30102E+14,NH,33015,430101,710919,20.7,7-Nov-84,1530,.,8,43.01694,71.15528
4.43021E+14,NH,33007,443021,710925,42,6-Oct-92,1400,<,1,44.50583,71.15694
4.30109E+14,NH,33015,430110,710930,31.6,7-Nov-84,1345,.,6,43.01944,71.15833
4.34856E+14,NH,33003,434856,710940,39.5,5-Sep-92,1130,<,1,43.81556,71.16111
4.30027E+14,NH,33015,430027,710944,21,17-Aug-84,1330,.,1,43.0075,71.16222
4.30028E+14,NH,33015,430028,710949,14,17-Aug-84,1130,<,1,43.00778,71.16361
4.32534E+14,NH,33017,432536,710955,60,16-Mar-87,1530,<,1,43.42667,71.16528
4.302E+14,NH,33015,430160,711010,17.1,8-Nov-84,1600,.,11,43.03333,71.16944
4.30024E+14,NH,33015,430024,711012,37.2,16-Aug-84,1600,.,1,43.00667,71.17
4.43225E+14,NH,33007,443225,711012,41,9-Oct-92,1130,<,1,44.54028,71.17
4.32533E+14,NH,33017,432552,711014,16.9,1-Sep-81,1100,.,1,43.43111,71.17056
4.2094E+14,MA,25021,420940,711017,54,25-Aug-86,1200,<,1,42.16111,71.17139
4.20752E+14,MA,25021,420752,711051,51,14-Sep-86,1000,<,1,42.13111,71.18083
4.34916E+14,NH,33003,434916,711054,69,26-Aug-92,1330,<,1,43.82111,71.18166
4.21226E+14,MA,25021,421226,711056,40,4-Sep-86,800,<,1,42.20722,71.18222
4.43519E+14,NH,33007,443519,711106,38,15-Oct-92,1645,.,2,44.58861,71.185
4.25528E+14,NH,33015,425528,711107,42.2,9-Nov-84,1330,<,1,42.92445,71.18528
4.25528E+14,NH,33015,425528,711107,103,9-Nov-84,1500,<,1,42.92445,71.18528
4.35054E+14,NH,33003,435054,711132,59,28-Aug-92,1100,<,1,43.84834,71.19222
4.20709E+14,MA,25021,420709,711133,48,12-Aug-86,1300,<,1,42.11917,71.1925
4.31517E+14,NH,33017,431516,711136,,3-Sep-82,1100,.,1,43.25445,71.19334
4.34709E+14,NH,33003,434709,711139,,6-Sep-92,1315,<,1,43.78583,71.19417
4.24805E+14,NH,33015,424805,711149,17,2-Apr-87,1130,<,1,42.80138,71.19695
4.25841E+14,NH,33015,425842,711150,13.3,17-Aug-84,1500,<,1,42.97833,71.19722
4.25822E+14,NH,33015,425820,711152,28.5,20-Aug-84,1530,<,1,42.97222,71.19778
4.35912E+14,NH,33003,435912,711159,99.1,7-Sep-88,0,<,1,43.98667,71.19972
4.30159E+14,NH,33015,430201,711160,31.9,7-Nov-84,1130,<,1,43.03361,71.2
4.35914E+14,NH,33003,435914,711160,22.5,6-Sep-88,0,<,1,43.98722,71.2
4.35908E+14,NH,33003,435908,711207,29.8,13-Sep-88,0,<,1,43.98555,71.20194
4.35911E+14,NH,33003,435911,711208,61.5,12-Sep-88,0,<,1,43.98639,71.20222
4.42342E+14,NH,33007,442342,711209,49.5,9-Oct-92,1000,<,1,44.395,71.2025
4.43957E+14,NH,33007,443957,711215,,16-Oct-92,1200,<,1,44.66584,71.20417
4.20927E+14,MA,25021,420927,711230,10,13-Aug-86,1000,.,1,42.1575,71.20834
4.24741E+14,NH,33015,424741,711239,12.1,2-Apr-87,945,<,1,42.79472,71.21083
4.25159E+14,NH,33015,425159,711306,27.6,4-Sep-87,1030,.,14,42.86639,71.21833
4.35524E+14,NH,33003,435524,711326,52.4,27-Aug-92,1700,<,1,43.92334,71.22389
4.35E+14,NH,33003,434960,711337,67.5,27-Aug-92,1530,<,1,43.83334,71.22694
4.2093E+14,MA,25021,420930,711342,10,28-Aug-86,800,<,1,42.15833,71.22833
4.30527E+14,NH,33015,430527,711402,47.5,7-Nov-84,930,<,1,43.09083,71.23389
4.35016E+14,NH,33003,435016,711406,114,27-Aug-92,1330,<,1,43.83778,71.235
4.43042E+14,NH,33007,443042,711425,225,3-Aug-95,1050,<,1,44.51167,71.24028
4.43203E+14,NH,33007,443203,711430,20,15-Oct-92,1400,<,1,44.53416,71.24167
4.20733E+14,MA,25021,420733,711446,70,12-Aug-86,1130,<,1,42.12584,71.24611
4.30558E+14,NH,33015,430558,711452,67.6,6-Nov-84,1500,<,1,43.09945,71.24778
4.20732E+14,MA,25021,420732,711514,,4-Sep-86,1000,<,1,42.12556,71.25389
4.35013E+14,NH,33003,435013,711521,40,26-Aug-92,1700,<,1,43.83694,71.25584
4.35038E+14,NH,33003,435038,711528,,6-Sep-92,1730,<,1,43.84389,71.25777
4.20904E+14,MA,25021,420904,711532,,12-Aug-86,900,<,1,42.15111,71.25889
4.20931E+14,MA,25021,420931,711557,48,12-Aug-86,1100,<,1,42.15861,71.26583
4.30632E+14,NH,33015,430632,711617,14,6-Nov-84,1230,<,1,43.10889,71.27139
4.21151E+14,MA,25021,421151,711653,48,28-Aug-86,1000,<,1,42.1975,71.28139
4.4354E+14,NH,33007,443540,711744,,15-Oct-92,1530,<,1,44.59444,71.29556
4.24636E+14,NH,33015,424729,711812,23.5,1-Apr-87,1030,<,1,42.79139,71.30334
4.32606E+14,NH,33001,432606,711830,22.7,21-Aug-90,1130,<,1,43.435,71.30833
4.24613E+14,NH,33015,424639,711841,42,1-Apr-87,1300,<,1,42.7775,71.31139
4.43524E+14,NH,33007,443524,711847,,5-Nov-91,1347,<,1,44.59,71.31306
4.35005E+14,NH,33003,435005,711945,42,2-Sep-92,1400,<,1,43.83472,71.32917
4.34959E+14,NH,33003,434959,712042,30,27-Aug-92,1100,<,1,43.83306,71.345
4.24954E+14,NH,33015,424954,712048,30,21-Aug-87,1230,<,1,42.83167,71.34666
4.35936E+14,NH,33003,435936,712104,49.5,1-Sep-92,1130,<,1,43.99333,71.35111
4.35948E+14,NH,33003,435948,712203,18,1-Sep-92,1430,<,1,43.99667,71.3675
4.35948E+14,NH,33003,435948,712203,79.5,1-Sep-92,1330,<,1,43.99667,71.3675
4.31211E+14,NH,33013,431211,712219,30.2,21-Aug-90,1530,<,1,43.20306,71.37195
4.31451E+14,NH,33013,431451,712226,50,21-Aug-90,1420,<,1,43.2475,71.37389
4.43704E+14,NH,33007,443704,712348,40,5-Nov-91,1450,-,1,44.61777,71.39667
4.35238E+14,NH,33003,435238,712401,,6-Sep-92,1030,<,1,43.87722,71.40028
4.2523E+14,NH,33015,425036,712529,15,21-Aug-87,1030,<,1,42.84333,71.42472
4.43607E+14,NH,33007,443607,712537,85,16-Oct-92,1300,<,1,44.60194,71.42694
4.43629E+14,NH,33007,443629,712601,20.9,5-Nov-91,1551,<,1,44.60805,71.43361
4.25456E+14,NH,33015,425456,712609,15,2-Apr-87,1400,<,1,42.91555,71.43584
4.43759E+14,NH,33007,443759,712745,90.5,6-Nov-91,1025,<,1,44.63306,71.4625
4.32007E+14,NH,33013,431953,712759,49,22-Aug-90,930,.,2,43.33139,71.46639
4.42447E+14,NH,33007,442447,712840,,17-Oct-92,1430,<,1,44.41305,71.47778
4.45916E+14,NH,33007,445916,712841,29,7-Oct-92,1230,<,1,44.98778,71.47806
4.45334E+14,NH,33007,445334,712917,27,8-Oct-92,1200,<,1,44.89278,71.48805
4.45342E+14,NH,33007,445342,712950,,7-Oct-92,1030,<,1,44.895,71.49722
4.31034E+14,NH,33013,431034,713003,33.1,22-Aug-90,1210,<,1,43.17611,71.50083
4.4525E+14,NH,33007,445250,713049,49,7-Oct-92,1530,<,1,44.88055,71.51361
4.42934E+14,NH,33007,442934,713110,9,17-Oct-92,1530,<,1,44.49278,71.51945
4.43645E+14,NH,33007,443645,713250,85,6-Nov-91,1535,<,1,44.6125,71.54723
4.45148E+14,NH,33007,445148,713250,63,8-Oct-92,1300,<,1,44.86333,71.54723
4.43645E+14,NH,33007,443645,713300,98,6-Nov-91,1430,<,1,44.6125,71.55
4.44921E+14,NH,33007,444921,713402,40,8-Oct-92,1500,<,1,44.8225,71.56722
4.44033E+14,NH,33007,444033,713458,29,6-Nov-91,1230,.,1,44.67583,71.58278
4.43321E+14,NH,33007,443321,713509,,7-Nov-91,1245,<,1,44.55583,71.58583
4.33206E+14,NH,33001,433206,713616,44.4,1-Sep-88,0,<,1,43.535,71.60445
4.44247E+14,NH,33007,444247,713620,87,7-Nov-91,1130,.,3,44.71305,71.60555
4.40316E+14,NH,33009,440356,713625,,12-Sep-88,0,<,1,44.06556,71.60694
4.33356E+14,NH,33001,433356,713646,21,1-Sep-88,0,<,1,43.56556,71.61278
4.44437E+14,NH,33007,444437,713656,92,7-Nov-91,1025,.,1,44.74361,71.61555
4.30112E+14,NH,33011,430120,713703,40,10-Jun-88,930,<,1,43.02222,71.6175
4.34852E+14,NH,33009,434853,713703,23.1,3-Sep-88,0,<,1,43.81472,71.6175
4.32152E+14,NH,33013,432152,713726,60,22-Aug-90,1400,.,3,43.36445,71.62389
4.30118E+14,NH,33011,430118,713742,55,8-Nov-88,1200,<,1,43.02167,71.62833
4.32947E+14,NH,33001,432947,713758,,5-Sep-88,0,<,1,43.49639,71.63277
4.24207E+14,MA,25017,424207,713758,55,27-Apr-89,1505,<,1,42.70195,71.63277
4.32936E+14,NH,33001,432936,713824,,7-Sep-88,0,<,1,43.49333,71.64
4.352E+14,NH,33009,435160,713856,,5-Sep-88,0,<,1,43.86666,71.64889
4.34952E+14,NH,33009,434952,713909,107,3-Sep-88,0,<,1,43.83111,71.6525
4.3503E+14,NH,33009,435027,713912,45,5-Sep-88,0,<,1,43.84084,71.65334
4.35032E+14,NH,33009,435029,713919,74,5-Sep-88,0,<,1,43.84139,71.65528
4.32805E+14,NH,33013,432808,713921,117,7-Sep-88,0,<,1,43.46889,71.65583
4.31556E+14,NH,33013,431556,713950,39,25-Sep-89,1200,<,1,43.26556,71.66389
4.3444E+14,NH,33009,434440,714005,22,2-Sep-88,0,.,1,43.74445,71.66805
4.34438E+14,NH,33009,434438,714029,20.5,2-Sep-88,0,<,1,43.74389,71.67472
4.3455E+14,NH,33009,434551,714046,87.6,3-Sep-88,0,<,1,43.76417,71.67944
4.35817E+14,NH,33009,435816,714055,76,7-Sep-88,0,<,1,43.97111,71.68195
4.34607E+14,NH,33009,434606,714100,,6-Sep-88,0,<,1,43.76833,71.68333
4.35504E+14,NH,33009,435503,714108,32.2,5-Sep-88,0,<,1,43.9175,71.68555
4.12606E+14,RI,44009,412606,714109,10,21-May-82,1140,.,1,41.435,71.68584
4.12606E+14,RI,44009,412606,714109,20,21-May-82,1208,.,1,41.435,71.68584
4.12607E+14,RI,44009,412607,714109,41,21-May-82,1402,.,1,41.43528,71.68584
4.12606E+14,RI,44009,412606,714109,60,21-May-82,1301,.,1,41.435,71.68584
4.42949E+14,VT,50009,442949,714127,150,2-Aug-95,1350,<,1,44.49694,71.69083
4.33148E+14,NH,33013,433147,714147,120,1-Sep-88,0,<,1,43.52972,71.69639
4.25705E+14,NH,33011,425705,714209,50,8-Nov-88,1120,.,3,42.95139,71.7025
4.24423E+14,NH,33011,424423,714252,32,7-Nov-88,1030,<,1,42.73972,71.71445
4.3361E+14,NH,33009,433610,714312,49,13-Sep-88,0,<,1,43.60278,71.72
4.14446E+14,RI,44007,414446,714335,125,16-Aug-95,1020,<,1,41.74611,71.72639
4.30518E+14,NH,33011,430518,714345,30,8-Nov-88,1255,.,1,43.08833,71.72916
4.32701E+14,NH,33013,432658,714507,42.9,1-Sep-88,0,<,1,43.44945,71.75195
4.32653E+14,NH,33013,432653,714531,27.1,1-Sep-88,0,<,1,43.44806,71.75861
4.25744E+14,NH,33011,425744,714613,20,8-Nov-88,1020,.,3,42.96222,71.77028
4.30956E+14,NH,33013,430956,714616,29,10-Oct-89,1300,<,1,43.16555,71.77111
4.2115E+14,MA,25027,421150,714619,44,28-Apr-89,945,.,1,42.19722,71.77194
4.21154E+14,MA,25027,421154,714624,60,28-Apr-89,900,.,2,42.19834,71.77333
4.33801E+14,NH,33009,433801,714630,75,13-Sep-88,0,<,1,43.63361,71.775
4.22634E+14,MA,25027,422634,714846,76,27-Apr-89,1045,<,1,42.44278,71.81277
4.32603E+14,NH,33013,432603,714932,86,25-Sep-89,1430,<,1,43.43417,71.82555
4.34752E+14,NH,33009,434752,714934,26.5,3-Sep-88,0,.,3,43.79778,71.82611
4.44723E+14,VT,50009,444723,714948,41,3-Aug-95,1445,<,1,44.78972,71.83
4.2074E+14,MA,25027,420710,714953,,20-Apr-82,1415,.,1,42.11945,71.83139
4.20755E+14,MA,25027,420755,715002,173,21-Apr-82,1045,.,2,42.13194,71.83389
4.25508E+14,NH,33011,425508,715038,35,8-Nov-88,940,<,1,42.91889,71.84389
4.24326E+14,NH,33011,424356,715055,55,7-Nov-88,1215,.,6,42.73222,71.84861
4.20819E+14,MA,25027,420819,715133,280,21-Apr-82,955,.,2,42.13861,71.85917
4.34914E+14,NH,33009,434830,715140,,3-Sep-88,0,<,1,43.80833,71.86111
4.12241E+14,CT,9011,412241,715154,30,17-Aug-82,1200,.,1,41.37806,71.865
4.24608E+14,NH,33011,424608,715203,35,7-Nov-88,1410,.,1,42.76889,71.8675
4.1224E+14,CT,9011,412240,715208,22.2,17-Aug-82,1100,.,1,41.37777,71.86889
4.12252E+14,CT,9011,412252,715220,21,17-Aug-82,1330,.,1,41.38111,71.87222
4.12311E+14,CT,9011,412311,715223,19.6,17-Aug-82,1435,.,1,41.38639,71.87305
4.3483E+14,NH,33009,434914,715226,42.8,3-Sep-88,0,<,1,43.82056,71.87389
4.12443E+14,CT,9011,412443,715232,39,18-Aug-82,1300,.,1,41.41195,71.87556
4.20648E+14,MA,25027,420648,715234,160,20-Apr-82,1330,.,1,42.11333,71.87611
4.12433E+14,CT,9011,412433,715239,30,18-Aug-82,1410,.,1,41.40917,71.8775
4.12511E+14,CT,9011,412511,715239,35,18-Aug-82,1050,.,1,41.41973,71.8775
4.21345E+14,MA,25027,421345,715242,225,10-Aug-82,1415,.,110,42.22917,71.87833
4.24402E+14,NH,33011,424402,715250,40,7-Nov-88,1330,<,1,42.73389,71.88055
4.21502E+14,MA,25027,421502,715255,455,4-May-82,1300,.,2,42.25056,71.88194
4.21257E+14,MA,25027,421257,715310,316,12-Aug-82,1100,.,100,42.21583,71.88611
4.20913E+14,MA,25027,420913,715313,148,20-Apr-82,1230,.,5,42.15361,71.88695
4.25744E+14,NH,33011,425744,715320,68,13-Oct-89,1140,<,1,42.96222,71.88889
4.21425E+14,MA,25027,421425,715329,336,11-Aug-82,1500,.,560,42.24028,71.89139
4.21512E+14,MA,25027,421512,715337,196,11-Aug-82,1400,.,47,42.25333,71.89361
4.21211E+14,MA,25027,421211,715339,425,5-Apr-82,1445,.,2,42.20306,71.89417
4.21224E+14,MA,25027,421224,715349,,10-Aug-82,1315,.,120,42.20667,71.89694
4.21304E+14,MA,25027,421304,715351,18,5-Apr-82,1109,.,1,42.21778,71.8975
4.21234E+14,MA,25027,421234,715354,162,12-Aug-82,950,.,62,42.20945,71.89833
4.20447E+14,MA,25027,420447,715410,170,22-Apr-82,1430,.,7,42.07972,71.90278
4.41358E+14,NH,33009,441358,715432,155,2-Aug-95,1025,<,1,44.23278,71.90889
4.30436E+14,NH,33011,430436,715438,15,10-Oct-89,1400,<,1,43.07667,71.91055
4.21532E+14,MA,25027,421532,715444,140,11-Aug-82,1005,.,81,42.25888,71.91222
4.21537E+14,MA,25027,421537,715446,110,11-Aug-82,1115,.,380,42.26028,71.91278
4.20501E+14,MA,25027,420501,715452,300,22-Apr-82,1520,.,39,42.08361,71.91444
4.20812E+14,MA,25027,420812,715510,385,16-Apr-82,1000,.,1,42.13666,71.91944
4.2141E+14,MA,25027,421410,715512,200,13-Apr-82,1345,.,1,42.23611,71.92
4.25851E+14,NH,33011,425851,715523,30,13-Oct-89,1620,<,1,42.98083,71.92306
4.21439E+14,MA,25027,421439,715536,,12-Aug-82,1215,.,100,42.24417,71.92667
4.21232E+14,MA,25027,421232,715540,225,10-Aug-82,1120,.,25,42.20889,71.92778
4.2143E+14,MA,25027,421430,715540,,10-Aug-82,1530,.,87,42.24166,71.92778
4.21233E+14,MA,25027,421233,715542,220,13-Apr-82,1055,.,32,42.20917,71.92834
4.20714E+14,MA,25027,420714,715550,180,15-Apr-82,1215,.,26,42.12056,71.93056
4.21437E+14,MA,25027,421437,715555,305,11-Aug-82,1300,.,210,42.24361,71.93195
4.20939E+14,MA,25027,420939,715608,295,15-Apr-82,1040,.,1,42.16083,71.93555
4.20416E+14,MA,25027,420416,715623,340,17-Aug-82,1330,.,39,42.07111,71.93972
4.32138E+14,NH,33013,432138,715635,20,3-Oct-89,1330,<,1,43.36055,71.94305
4.24826E+14,NH,33011,424826,715712,21,13-Oct-89,1500,<,1,42.80722,71.95333
4.2125E+14,MA,25027,421250,715719,130,13-Apr-82,1545,.,1,42.21389,71.95528
4.22439E+14,MA,25027,422439,715720,205,6-Aug-82,1400,.,2,42.41083,71.95556
4.21848E+14,MA,25027,421848,715733,158,5-Aug-82,1200,.,1,42.31333,71.95917
4.2245E+14,MA,25027,422450,715733,320,6-Aug-82,1200,.,6,42.41389,71.95917
4.20414E+14,MA,25027,420414,715760,212,17-Aug-82,1415,.,89,42.07056,71.96667
4.21233E+14,MA,25027,421233,715804,100,14-Apr-82,1110,.,1,42.20916,71.96778
4.20814E+14,MA,25027,420814,715820,405,16-Aug-95,1415,-,2,42.13722,71.97222
4.2112E+14,MA,25027,421120,715824,175,14-Apr-82,1305,.,7,42.18889,71.97334
4.22119E+14,MA,25027,422119,715824,245,6-Aug-82,1015,.,1,42.35528,71.97334
4.21011E+14,MA,25027,421011,715837,275,14-Apr-82,1450,.,1,42.16972,71.97694
4.21254E+14,MA,25027,421254,715838,225,13-Apr-82,1450,.,1,42.215,71.97722
4.21338E+14,MA,25027,421338,715838,73,14-Apr-82,1010,.,1,42.22723,71.97722
4.20509E+14,MA,25027,420509,715843,305,16-Apr-82,1155,.,1,42.08583,71.97861
4.22041E+14,MA,25027,422041,715847,450,5-Aug-82,1400,.,2,42.34472,71.97972
4.21859E+14,MA,25027,421859,715903,200,5-Aug-82,1000,.,6,42.31639,71.98417
4.21529E+14,MA,25027,421529,715904,285,10-Aug-82,1230,.,1,42.25806,71.98444
4.22047E+14,MA,25027,422047,715910,85,5-Aug-82,1630,.,1,42.34639,71.98611
4.31742E+14,NH,33013,431742,715946,24,3-Oct-89,1520,.,2,43.295,71.99611
4.20603E+14,MA,25027,420603,715950,180,15-Apr-82,1615,.,1,42.10083,71.99722
4.23018E+14,MA,25027,423018,720018,113,10-Aug-82,1000,.,1,42.505,72.005
4.25338E+14,NH,33005,425338,720104,19,10-Oct-89,1600,<,1,42.89389,72.01778
4.24711E+14,NH,33005,424711,720111,24,4-Oct-89,1100,<,1,42.78639,72.01972
4.22058E+14,MA,25027,422058,720143,120,10-Aug-82,1430,.,1,42.34945,72.02861
4.12748E+14,CT,9011,412748,720236,200,19-Jun-95,1130,<,1,41.46333,72.04333
4.20148E+14,MA,25027,420148,720237,161,18-Aug-82,1015,.,1,42.02999,72.04361
4.22134E+14,MA,25027,422134,720341,260,10-Aug-82,1630,.,28,42.35945,72.06139
4.1513E+14,CT,9015,415130,720441,325,22-Jun-95,1245,<,1,41.85833,72.07806
4.21045E+14,MA,25027,421045,720514,300,6-Aug-82,1330,.,1,42.17916,72.08722
4.3224E+14,NH,33019,432240,720537,125,1-Aug-95,1355,<,1,43.37778,72.09361
4.22821E+14,MA,25027,422821,720547,,11-Aug-82,1230,.,2,42.4725,72.09639
4.21851E+14,MA,25027,421851,720553,300,6-Aug-82,1030,.,1,42.31416,72.09805
4.21531E+14,MA,25027,421531,720619,200,5-Aug-82,1730,.,1,42.25861,72.10528
4.32152E+14,NH,33019,432152,720722,11,24-Aug-88,1045,<,1,43.36445,72.12278
4.23255E+14,MA,25027,423255,720803,128,6-Aug-82,830,.,1,42.54861,72.13416
4.25953E+14,NH,33005,425953,720838,200,1-Aug-95,930,<,1,42.99806,72.14389
4.20614E+14,MA,25013,420614,720850,300,18-Aug-82,1435,.,1,42.10389,72.14722
4.3273E+14,NH,33019,432730,720901,,29-Aug-88,1330,<,1,43.45833,72.15028
4.31239E+14,NH,33019,431238,720910,,30-Aug-88,1145,<,1,43.21056,72.15278
4.32636E+14,NH,33019,432636,720921,34.3,25-Aug-88,1030,.,1,43.44333,72.15583
4.1492E+14,CT,9015,414920,720949,160,24-Aug-95,1035,-,2,41.82222,72.16361
4.21408E+14,MA,25027,421408,720955,72,13-Jul-89,1500,.,1,42.23555,72.16528
4.21408E+14,MA,25027,421408,720960,56,13-Jul-89,1045,<,1,42.23555,72.16666
4.32322E+14,NH,33019,432323,721108,57,17-Aug-88,1425,<,1,43.38972,72.18555
4.32322E+14,NH,33019,432323,721108,57,17-Aug-88,0,<,1,43.38972,72.18555
4.32325E+14,NH,33019,432327,721110,65,17-Aug-88,1230,<,1,43.39083,72.18611
4.13409E+14,CT,9011,413409,721115,500,21-Jun-95,1205,<,1,41.56917,72.1875
4.32315E+14,NH,33019,432316,721116,20,24-Aug-88,1415,<,1,43.38778,72.18777
4.32315E+14,NH,33019,432316,721116,48,24-Aug-88,1315,<,1,43.38778,72.18777
4.21522E+14,MA,25027,421522,721134,64.5,3-Aug-82,1430,.,1,42.25611,72.19278
4.31147E+14,NH,33019,431147,721153,29.8,25-Aug-88,1540,<,1,43.19639,72.19806
4.21601E+14,MA,25027,421601,721156,33,4-Aug-82,900,.,1,42.26695,72.19889
4.228E+14,MA,25027,422800,721214,100,11-Aug-82,930,.,1,42.46667,72.20389
4.21021E+14,MA,25027,421021,721215,299,10-Aug-82,1600,.,1,42.1725,72.20417
4.22313E+14,MA,25027,422313,721228,300,5-Aug-82,1600,.,1,42.38694,72.20778
4.22906E+14,MA,25027,422906,721243,39,24-Oct-84,1400,<,1,42.485,72.21194
4.22906E+14,MA,25027,422906,721302,,24-Oct-84,1530,<,1,42.485,72.21722
4.13325E+14,CT,9011,413325,721549,225,19-Jun-95,1518,<,1,41.55694,72.26361
4.20459E+14,MA,25013,420459,721615,100,10-Aug-82,1400,.,1,42.08306,72.27084
4.25113E+14,NH,33005,425114,721617,78.2,23-Aug-88,1430,<,1,42.85389,72.27139
4.14541E+14,CT,9013,414541,721618,61.5,3-Apr-81,1335,.,18,41.76139,72.27167
4.21627E+14,MA,25015,421627,721704,225,5-Aug-82,1300,.,1,42.27417,72.28445
4.20917E+14,MA,25013,420917,721707,200,10-Aug-82,1200,.,1,42.15472,72.28528
4.20638E+14,MA,25013,420638,721717,150,13-Aug-82,1130,.,2,42.11055,72.28806
4.31031E+14,NH,33019,431031,721757,59,30-Aug-88,1515,<,1,43.17527,72.29916
4.25545E+14,NH,33005,425546,721759,20.7,22-Aug-88,1720,.,4,42.92944,72.29972
4.25545E+14,NH,33005,425546,721759,113,22-Aug-88,1520,.,1,42.92944,72.29972
4.25414E+14,NH,33005,425414,721804,,26-Aug-88,1500,<,1,42.90389,72.30111
4.25828E+14,NH,33005,425828,721822,11,30-Aug-88,1830,<,1,42.97445,72.30611
4.25658E+14,NH,33005,425658,721826,13,23-Aug-88,1600,.,2,42.94944,72.30722
4.32122E+14,NH,33019,432122,721835,166,8-Sep-88,1115,.,6,43.35611,72.30972
4.25544E+14,NH,33005,425544,721858,28.7,18-Aug-88,1630,<,1,42.92889,72.31611
4.23232E+14,MA,25011,423232,722010,170,12-Aug-82,900,.,4,42.54222,72.33611
4.24537E+14,NH,33005,424537,722041,,31-Aug-88,1230,<,1,42.76028,72.34472
4.25026E+14,NH,33005,425027,722116,33,18-Aug-88,1420,<,1,42.84083,72.35445
4.25026E+14,NH,33005,425027,722116,70,18-Aug-88,1300,<,1,42.84083,72.35445
4.24908E+14,NH,33005,424906,722141,,31-Aug-88,1500,<,1,42.81833,72.36139
4.24616E+14,NH,33005,424616,722152,69,18-Aug-88,845,<,1,42.77111,72.36444
4.33001E+14,NH,33019,433001,722204,,8-Sep-88,1330,<,1,43.50028,72.36777
4.24548E+14,NH,33005,424549,722316,20.6,18-Aug-88,1000,<,1,42.76361,72.38778
4.22803E+14,MA,25011,422803,722318,,24-Oct-84,930,<,1,42.4675,72.38834
4.2113E+14,MA,25015,421130,722325,125,5-Aug-82,945,.,1,42.19167,72.39027
4.228E+14,MA,25011,422800,722329,,17-Jul-84,1030,<,1,42.46667,72.39139
4.31936E+14,NH,33019,431936,722355,20,25-Aug-88,1245,.,2,43.32667,72.39861
4.22103E+14,MA,25015,422103,722411,120,4-Aug-82,1330,.,1,42.35083,72.40305
4.22103E+14,MA,25015,422103,722411,740,4-Aug-82,1400,.,1,42.35083,72.40305
4.22826E+14,MA,25011,422826,722453,500,12-Aug-82,1300,.,1,42.47389,72.41472
4.25923E+14,NH,33005,425923,722524,,26-Aug-88,1630,<,1,42.98972,72.42333
4.21201E+14,MA,25013,421201,722533,450,11-Aug-82,900,.,1,42.20028,72.42583
4.15013E+14,CT,9013,415013,722639,11.1,26-Jun-87,930,<,1,41.83694,72.44417
4.31124E+14,NH,33019,431124,722648,66.9,8-Sep-88,1800,.,2,43.19,72.44666
4.22202E+14,MA,25015,422202,722653,250,31-Aug-95,1330,<,1,42.36722,72.44806
4.25936E+14,NH,33005,425936,722713,,31-Aug-88,1730,<,1,42.99333,72.45361
4.1545E+14,CT,9013,415450,722728,16,21-Jul-87,930,<,1,41.91389,72.45778
4.15453E+14,CT,9013,415453,722738,16.1,21-Jul-87,1255,<,1,41.91472,72.46056
4.15441E+14,CT,9013,415441,722741,16.4,21-Jul-87,1500,<,1,41.91139,72.46139
4.14624E+14,CT,9003,414624,722833,31,25-Jun-87,1555,<,1,41.77333,72.47583
4.15511E+14,CT,9013,415511,722842,21.2,23-Jul-87,1055,<,1,41.91972,72.47833
4.14741E+14,CT,9003,414741,722845,16,26-Jun-87,1200,<,1,41.79472,72.47916
4.15201E+14,CT,9013,415201,722846,15.7,23-Jun-87,1230,<,1,41.86694,72.47945
4.15155E+14,CT,9013,415155,722846,25.6,23-Jun-87,1445,<,1,41.86528,72.47945
4.14629E+14,CT,9003,414629,722906,15.2,25-Jun-87,1230,<,1,41.77473,72.485
4.15102E+14,CT,9013,415102,722918,9.5,30-Jun-87,1240,<,1,41.85056,72.48833
4.15458E+14,CT,9013,415458,722919,24.5,31-Jul-87,1445,<,1,41.91611,72.48861
4.15123E+14,CT,9013,415123,722926,14,30-Jun-87,1015,<,1,41.85639,72.49055
4.15134E+14,CT,9013,415134,722926,20.6,22-Jul-87,1443,<,1,41.85944,72.49055
4.14936E+14,CT,9013,414936,723002,20.7,30-Jun-87,1445,.,1,41.82667,72.50056
4.14926E+14,CT,9013,414926,723008,25.8,22-Jul-87,1220,<,1,41.82389,72.50222
4.1474E+14,CT,9003,414740,723018,15,2-Dec-88,1315,<,1,41.79445,72.505
4.14814E+14,CT,9003,414814,723019,15,17-Jul-87,935,<,1,41.80389,72.50528
4.14605E+14,CT,9003,414605,723021,31,3-Sep-94,1020,<,1,41.76805,72.50583
4.14857E+14,CT,9003,414857,723027,19.9,14-Jul-87,1535,<,1,41.81583,72.5075
4.14853E+14,CT,9003,414853,723036,15.2,14-Jul-87,1135,<,1,41.81472,72.51
4.15616E+14,CT,9013,415616,723038,27.4,31-Jul-87,1555,<,1,41.93778,72.51056
4.14509E+14,CT,9003,414509,723043,26,20-Jul-88,1300,<,1,41.7525,72.51195
