STAID,STATE,FIPS,LAT_DMS , LON_DMS,WELLDPTH  ,SAMPDATE ,SAMPTIME,AS_RMRK,AS_CONC,LAT_DD,LON_DD
16S,2S,6N,6S,7S,10N,9S,5S,1S,10N,12N,12N
4.24147E+14,NE,31031,424147,1012346,,25-Jul-79,0,.,10,42.69638,101.39611
4.13544E+14,NE,31005,413544,1012741,360,23-Aug-78,0,.,8,41.59555,101.46139
3.72534E+14,KS,20081,372534,1004435,380,16-Apr-99,1000,.,1.43,35.98128,101.46167
4.35534E+14,SD,46071,435534,1012837,2880,13-Aug-79,0,.,1,43.92611,101.47694
4.127E+14,NE,31005,412700,1013103,306,30-Aug-78,0,.,10,41.45,101.5175
4.11159E+14,NE,31101,411159,1013124,100,17-Aug-78,0,.,2,41.19972,101.52333
3.60944E+14,TX,48295,360944,1001621,160,12-Apr-99,900,.,2.83,38.50225,101.53222
3.73507E+14,CO,8009,373508,1021621,200,9-Jun-99,909,<,1,34.80022,101.54694
4.60047E+14,ND,38037,460047,1013338,361,27-Jul-81,1715,.,1,46.01305,101.56055
3.93625E+14,KS,20023,393625,1013424,270,22-Jun-88,1045,.,2,39.60695,101.57333
3.63104E+14,OK,40007,363104,1000355,360,9-Apr-99,930,.,4.51,37.44686,101.58
3.75025E+14,KS,20047,375024,990452,72,28-May-99,909,.,1.07,35.42028,101.6225
4.13436E+14,NE,31005,413436,1013733,290,21-Jul-83,1145,.,9,41.57666,101.62583
3.70033E+14,KS,20175,370033,1005343,324,27-Aug-99,1009,.,1.67,36.97272,101.63139
3.80046E+14,KS,20155,380046,980027,59,8-Jun-99,1509,.,2.21,36.51606,101.64667
3.61517E+14,TX,48421,361517,1020653,545,26-May-99,900,<,1,39.32258,101.64861
4.334E+14,SD,46071,433360,1013900,,18-Oct-95,1015,.,5,43.56667,101.65
4.33422E+14,SD,46071,433422,1013903,,18-Oct-95,1440,.,6,43.57278,101.65083
3.81724E+14,KS,20113,381724,973232,78,28-Jun-99,1409,.,242.51,36.1818,101.66
3.70434E+14,KS,20175,370434,1004052,341,1-Sep-99,1409,<,1,36.70547,101.66167
4.10657E+14,NE,31101,410657,1013945,17,15-Jun-94,1515,-,2,41.11583,101.6625
3.7013E+14,KS,20189,370130,1011809,145,29-Aug-99,1009,.,3.67,37.06736,101.6625
3.7013E+14,KS,20189,370130,1011809,318,29-Aug-99,1409,.,2.01,37.06736,101.6625
4.12602E+14,NE,31005,412602,1014018,,30-Aug-78,0,.,6,41.43389,101.67167
4.2544E+14,NE,31031,425440,1014144,281,27-Jun-79,0,.,4,42.91111,101.69556
3.52035E+14,TX,48483,352035,1002933,68,13-Jul-99,909,.,2.11,39.34117,101.70084
4.138E+14,NE,31005,413800,1014227,300,30-Aug-78,0,.,6,41.63334,101.7075
3.92021E+14,KS,20181,392021,1014247,,22-Jun-88,1530,<,1,39.33917,101.71306
4.24454E+14,NE,31031,424454,1014460,200,25-Jul-79,0,.,5,42.74834,101.75
3.73403E+14,KS,20187,373403,1014502,223,22-Aug-89,1030,<,1,37.5675,101.75056
3.75719E+14,KS,20075,375719,1014530,83,17-Aug-88,1130,.,2,37.95527,101.75833
4.50212E+14,SD,46137,450212,1014547,90,30-Aug-94,1130,.,2,45.03667,101.76305
4.12212E+14,NE,31101,412212,1014620,248,17-Aug-78,0,.,12,41.37,101.77222
4.21936E+14,NE,31031,421936,1014809,300,9-Aug-79,1300,.,7,42.32667,101.8025
3.85936E+14,KS,20195,385935,995358,72,29-Jul-99,1009,.,4.36,37.08274,101.86222
4.31031E+14,SD,46113,431031,1015222,,27-May-87,1230,.,6,43.17528,101.87278
4.24429E+14,NE,31031,424429,1015305,300,25-Jul-79,0,.,10,42.74139,101.88472
4.10344E+14,NE,31101,410344,1015609,33,16-Jun-94,845,-,3,41.06223,101.93583
4.31633E+14,SD,46113,431633,1015622,,27-May-87,1445,.,7,43.27583,101.93945
3.70434E+14,KS,20175,370434,1004052,436,31-Aug-99,1409,.,12.08,36.99367,101.94
3.70033E+14,KS,20175,370033,1005343,165,27-Aug-99,1409,.,4.55,36.99295,101.95834
4.33157E+14,SD,46071,433157,1015930,,19-Oct-95,940,.,13,43.5325,101.99167
4.2475E+14,NE,31031,424750,1015944,417,26-Jul-79,0,.,5,42.79722,101.99555
4.11146E+14,NE,31101,411146,1020010,420,17-Aug-78,0,.,5,41.19611,102.00278
4.10836E+14,NE,31101,410841,1020119,362,20-Jul-83,755,.,9,41.14472,102.02194
3.92026E+14,KS,20181,392026,1020207,230,14-Aug-89,1800,.,4,39.34055,102.03528
3.73529E+14,KS,20069,373528,1002845,206,27-Jul-99,1309,.,1.07,35.82184,102.03611
4.10251E+14,NE,31000,410251,1020242,0,,,-,1,41.0475,102.045
4.35227E+14,SD,46103,435227,1020348,2650,7-Sep-79,0,.,1,43.87417,102.06333
3.80811E+14,KS,20145,380811,990542,65,7-Jun-99,1109,<,1,36.35947,102.06416
4.423E+14,SD,46103,442300,1020353,3080,21-Aug-79,0,.,1,44.38334,102.06472
3.70458E+14,KS,20129,370457,1015144,150,22-Apr-99,1000,.,2.12,36.33228,102.07555
3.61956E+14,TX,48421,361956,1020432,503,20-Jul-99,1009,<,1,39.14097,102.08889
4.30738E+14,SD,46113,430738,1020555,250,28-May-87,930,.,5,43.12723,102.09861
3.70724E+14,KS,20119,370724,1002816,210,23-Apr-99,1100,.,2.9,36.25472,102.11472
4.32133E+14,SD,46113,432133,1020748,,3-Jun-87,1600,.,6,43.35917,102.13
4.70041E+14,ND,38057,470041,1020826,1140,17-Jul-81,1315,.,1,47.01139,102.14056
4.14424E+14,NE,31069,414424,1020842,190,8-Aug-79,940,.,10,41.74001,102.145
4.31603E+14,SD,46113,431603,1020856,,4-Jun-87,1400,.,1,43.26751,102.14889
4.15543E+14,NE,31069,415543,1020935,,8-Aug-79,1305,.,4,41.92861,102.15972
4.12006E+14,NE,31069,412006,1021003,91,8-Jul-91,1449,.,12,41.335,102.1675
4.14439E+14,NE,31069,414439,1021011,240,8-Aug-79,1105,.,10,41.74417,102.16972
4.30811E+14,SD,46113,430811,1021027,,26-May-87,1500,.,13,43.13639,102.17416
4.32535E+14,SD,46113,432535,1021040,220,18-Apr-89,1430,.,6,43.42639,102.17778
4.32552E+14,SD,46113,432552,1021043,,3-Jun-87,1440,.,3,43.43111,102.17861
3.63154E+14,OK,40153,363154,993104,100,22-Jul-99,1409,.,2.9,37.75972,102.18417
3.70308E+14,KS,20175,370307,1005448,646,25-Jul-99,1409,<,1,36.87311,102.19167
4.11622E+14,NE,31069,411622,1021137,420,31-Aug-78,0,.,8,41.27278,102.19361
4.23918E+14,NE,31161,423918,1021148,238,26-Jul-79,0,.,10,42.655,102.19666
4.4152E+14,SD,46103,441520,1021444,3470,20-Aug-79,0,<,1,44.25555,102.24555
4.34755E+14,SD,46103,434755,1021452,2880,22-Aug-79,0,<,1,43.79861,102.24778
4.35944E+14,SD,46103,440006,1021504,3210,19-Jul-79,0,<,1,44.00167,102.25111
4.32015E+14,SD,46113,432015,1021559,,3-Jun-87,1320,.,6,43.3375,102.26639
3.61114E+14,OK,40045,361114,994205,194,22-Jul-99,1109,.,1.75,37.58556,102.2725
4.33822E+14,SD,46113,433822,1021646,,11-Jul-95,1130,.,6,43.63945,102.27944
4.32345E+14,SD,46113,432345,1021714,,4-Jun-87,1205,.,67,43.39583,102.28722
4.22232E+14,NE,31161,422232,1021750,,26-Jul-79,0,.,6,42.37556,102.29723
4.12855E+14,NE,31069,412855,1021807,220,31-Aug-78,0,.,4,41.48195,102.30194
4.2423E+14,NE,31161,424230,1021833,220,26-Jul-79,0,.,4,42.70833,102.30917
3.73345E+14,KS,20067,373345,1010708,480,6-Apr-99,1100,<,1,35.72528,102.31
4.12433E+14,NE,31069,412433,1021941,115,24-Jun-91,1150,.,7,41.40917,102.32806
4.13207E+14,NE,31069,413207,1022004,450,31-Aug-78,0,.,8,41.53528,102.33444
4.15833E+14,NE,31069,415833,1022051,301,9-Aug-79,1010,.,9,41.97583,102.3475
4.13438E+14,NE,31069,413438,1022301,370,7-Aug-79,850,.,6,41.57722,102.38361
4.05658E+14,CO,8115,405658,1022312,16,1-Aug-94,1030,<,1,40.94944,102.38667
4.30533E+14,SD,46113,430533,1022400,,8-Jun-87,1145,.,3,43.0925,102.4
4.31028E+14,SD,46113,431028,1022504,,8-Jun-87,1725,.,2,43.17444,102.41778
4.32345E+14,SD,46113,432345,1022557,,2-Jun-87,1245,.,45,43.39583,102.4325
4.1262E+14,NE,31069,412620,1022630,70,8-Jul-91,1100,.,8,41.43888,102.44167
4.3451E+14,SD,46103,434510,1022631,2840,6-Sep-79,0,.,3,43.75278,102.44195
4.01702E+14,CO,8125,401702,1022743,,1-Aug-84,1550,.,4,40.28389,102.46194
4.31834E+14,SD,46113,431834,1022744,,2-Jun-87,1500,.,3,43.30944,102.46222
4.14648E+14,NE,31069,414648,1022809,130,7-Aug-79,1050,.,3,41.77999,102.46917
4.31559E+14,SD,46113,431559,1022837,,8-Jun-87,1545,.,4,43.26639,102.47694
4.05801E+14,CO,8115,405801,1022845,30,1-Aug-94,1350,.,7,40.96695,102.47916
3.70434E+14,KS,20175,370434,1004052,70,1-Sep-99,1009,<,1,36.7365,102.49055
4.0031E+14,CO,8125,400310,1023000,,1-Aug-84,1320,.,10,40.05278,102.5
3.7465E+14,KS,20069,374649,1001819,207,14-Apr-99,900,.,1.46,35.79133,102.5
4.25008E+14,SD,46117,425008,1023002,220,17-Jun-87,1610,.,11,42.83556,102.50056
4.00257E+14,CO,8125,400257,1023057,,1-Aug-84,1440,.,7,40.04916,102.51583
4.30027E+14,SD,46113,430027,1023118,840,14-May-87,1145,.,4,43.0075,102.52167
4.30027E+14,SD,46113,430027,1023118,835,1-Nov-87,1530,.,7,43.0075,102.52167
4.30027E+14,SD,46113,430027,1023118,180,14-Feb-89,1315,.,5,43.0075,102.52167
3.64219E+14,OK,40139,364219,1013942,200,11-Jun-99,1209,.,6.04,37.59975,102.52917
3.72434E+14,KS,20095,372434,981856,64,5-Jun-99,1209,<,1,36.07442,102.53639
3.70358E+14,KS,20175,370358,1005103,265,15-Apr-99,1000,.,1.51,36.73658,102.53694
4.30409E+14,SD,46113,430409,1023324,,10-Jun-87,1500,.,4,43.06917,102.55666
3.75536E+14,KS,20155,375535,980801,61,2-Jun-99,1109,.,1.99,36.39639,102.56277
4.14446E+14,NE,31069,414446,1023355,150,7-Aug-79,1610,.,3,41.74611,102.56528
4.15748E+14,NE,31069,415748,1023355,301,7-Aug-79,1505,.,5,41.96333,102.56528
4.11538E+14,NE,31069,411538,1023438,205,8-Jul-91,1050,.,8,41.26055,102.57722
3.72956E+14,KS,20057,372955,995122,290,26-May-99,1500,.,2.51,35.66144,102.58417
4.13333E+14,NE,31069,413333,1023506,394,31-Aug-78,0,.,8,41.55917,102.585
4.13446E+14,NE,31069,413446,1023509,400,8-Jul-91,1600,.,9,41.57944,102.58583
4.14018E+14,NE,31069,414018,1023611,,7-Aug-79,1655,.,5,41.67167,102.60306
3.73937E+14,KS,20095,373937,982222,50,9-Jun-99,909,<,1,36.11775,102.60555
4.32853E+14,SD,46113,432853,1023655,,21-Jun-95,1130,.,5,43.48139,102.61528
4.30203E+14,SD,46113,430203,1023709,,10-Jun-87,1315,.,8,43.03417,102.61916
4.12829E+14,NE,31069,412829,1023714,200,24-Jun-91,1600,.,6,41.47472,102.62055
4.33052E+14,SD,46113,433052,1023724,,28-Aug-95,1200,.,9,43.51445,102.62334
4.30726E+14,SD,46113,430726,1023912,300,14-May-87,1600,.,9,43.12389,102.65334
4.33105E+14,SD,46113,433105,1023914,,28-Aug-95,1000,.,13,43.51805,102.65389
4.33022E+14,SD,46113,433022,1024010,,10-Jul-95,1100,.,16,43.50611,102.66944
4.31652E+14,SD,46113,431652,1024026,,16-Jun-87,1215,.,2,43.28111,102.67389
4.30942E+14,SD,46113,430942,1024045,,10-Jun-87,1645,.,6,43.16167,102.67917
4.13847E+14,NE,31123,413847,1024160,274,2-Aug-79,0,.,8,41.64639,102.7
4.33301E+14,SD,46113,433301,1024305,,21-Sep-92,1330,.,15,43.55027,102.71806
3.83919E+14,KS,20171,383919,1010401,196,29-Apr-99,1200,.,3.6,36.57439,102.73473
4.33226E+14,SD,46113,433226,1024416,,21-Jun-95,900,.,17,43.54055,102.73778
4.33035E+14,SD,46113,433035,1024417,,29-Aug-95,1030,.,12,43.50972,102.73805
4.05159E+14,CO,8075,405159,1024442,15,2-Aug-94,1000,-,2,40.86639,102.745
4.32502E+14,SD,46007,432502,1024522,,17-Jun-87,1420,.,5,43.41722,102.75611
4.21356E+14,NE,31013,421356,1024554,,28-Aug-79,0,.,11,42.23222,102.765
4.85611E+14,ND,38013,485611,1024554,459,16-Jun-81,1855,.,1,48.93639,102.765
4.13301E+14,NE,31123,413301,1024656,70,3-Aug-79,0,.,9,41.55027,102.78222
4.33252E+14,SD,46113,433252,1024842,,13-Jul-95,1045,.,14,43.54778,102.81167
4.3275E+14,SD,46113,432750,1024847,,29-Sep-92,1100,.,13,43.46389,102.81306
4.05039E+14,CO,8075,405039,1024856,15,2-Aug-94,1315,-,2,40.84417,102.81556
4.13526E+14,NE,31123,413526,1024949,106,26-Jun-91,1146,.,9,41.59056,102.83028
4.21417E+14,NE,31013,421417,1025217,103,28-Aug-79,0,.,5,42.23806,102.87139
4.33852E+14,SD,46113,433852,1025245,,30-Sep-92,1330,.,1,43.64778,102.87917
4.33113E+14,SD,46113,433113,1025305,,18-Sep-92,930,.,5,43.52028,102.88472
3.73229E+14,KS,20067,373229,1011932,303,21-Apr-99,1100,<,1,35.73,102.91
4.13523E+14,NE,31123,413523,1025510,475,17-Jul-91,925,.,59,41.58972,102.91944
4.42553E+14,SD,46093,442553,1025510,54,25-May-94,1400,<,1,44.43139,102.91944
3.73732E+14,KS,20097,373731,992911,110,19-May-99,1600,.,1.43,36.144,102.93417
4.1284E+14,NE,31123,412840,1025657,152,2-Aug-79,0,.,4,41.47778,102.94917
3.81503E+14,KS,20159,381503,981223,73,8-Jun-99,1009,<,1,36.53262,102.94917
4.23003E+14,NE,31045,423003,1025701,,30-Aug-79,0,.,4,42.50083,102.95028
4.33218E+14,SD,46113,433218,1025738,,4-Nov-92,1030,<,1,43.53833,102.96056
4.23423E+14,NE,31045,423423,1025753,,30-Aug-79,0,.,5,42.57306,102.96472
4.33524E+14,SD,46113,433524,1025854,,12-Jul-95,1030,<,1,43.59,102.98167
4.15551E+14,NE,31123,415551,1025930,200,31-Jul-79,0,.,11,41.93083,102.99167
4.12631E+14,NE,31123,412631,1025948,480,11-Jul-91,1110,.,5,41.44194,102.99667
4.60705E+14,ND,38011,460705,1030053,60,18-Sep-89,1355,.,2,46.11805,103.01472
4.60707E+14,ND,38011,460707,1030058,600,22-Oct-81,1200,.,4,46.11861,103.01611
4.60837E+14,ND,38011,460837,1030101,120,20-May-81,1730,.,3,46.14361,103.01694
4.60804E+14,ND,38011,460804,1030101,76,26-Sep-89,1145,<,1,46.13445,103.01694
4.13645E+14,NE,31123,413645,1030104,125,11-Jul-91,1232,.,12,41.6125,103.01778
4.42047E+14,SD,46093,442047,1030118,2370,17-Jul-79,0,<,1,44.34639,103.02167
4.60705E+14,ND,38011,460705,1030131,76,22-Oct-81,1100,.,5,46.11805,103.02528
4.0445E+14,CO,8075,404450,1030135,47,3-Aug-94,910,-,8,40.74722,103.02639
4.60744E+14,ND,38011,460744,1030148,78,19-Sep-89,1755,.,3,46.12889,103.03
4.60707E+14,ND,38011,460707,1030150,44,22-Oct-81,1130,.,2,46.11861,103.03056
4.15041E+14,NE,31123,415041,1030151,81,1-Aug-79,0,.,10,41.84472,103.03083
4.84439E+14,ND,38023,484439,1030203,,1-Apr-89,3,<,1,48.74417,103.03416
4.60856E+14,ND,38011,460856,1030207,100,20-Sep-89,1155,.,1,46.14889,103.03528
4.60856E+14,ND,38011,460856,1030207,170,20-Sep-89,1510,.,1,46.14889,103.03528
4.60736E+14,ND,38011,460736,1030214,100,7-Oct-81,1330,.,3,46.12667,103.03722
4.60736E+14,ND,38011,460736,1030214,260,13-Oct-81,1730,.,7,46.12667,103.03722
4.6083E+14,ND,38011,460830,1030216,112,4-Oct-81,1900,.,2,46.14167,103.03778
4.6083E+14,ND,38011,460830,1030216,120,21-Oct-81,1000,.,2,46.14167,103.03778
4.84321E+14,ND,38023,484321,1030223,,1-Apr-89,3,<,1,48.7225,103.03972
4.15049E+14,NE,31123,415049,1030233,85,11-Jul-91,1418,.,18,41.84694,103.0425
4.60743E+14,ND,38011,460743,1030242,114,7-Oct-81,930,.,4,46.12861,103.045
4.13511E+14,NE,31123,413511,1030248,100,25-Jun-91,945,.,6,41.58639,103.04667
4.60843E+14,ND,38011,460843,1030320,160,6-Sep-89,1800,.,4,46.14528,103.05556
4.60922E+14,ND,38011,460922,1030321,,22-Oct-81,1730,.,1,46.15611,103.05583
4.60816E+14,ND,38011,460816,1030327,80,24-Aug-89,1645,<,1,46.13778,103.0575
4.60816E+14,ND,38011,460816,1030327,60,25-Aug-89,1450,<,1,46.13778,103.0575
4.60737E+14,ND,38011,460737,1030329,38,16-Oct-81,1630,.,4,46.12695,103.05805
4.60747E+14,ND,38011,460747,1030329,38,19-Sep-89,1130,.,1,46.12972,103.05805
4.60747E+14,ND,38011,460747,1030329,76,19-Sep-89,1450,.,1,46.12972,103.05805
4.60757E+14,ND,38011,460757,1030408,150,16-Oct-81,1330,.,1,46.1325,103.06889
4.40629E+14,SD,46103,440629,1030409,4450,14-Oct-92,1100,.,4,44.10806,103.06917
4.55343E+14,SD,46063,455343,1030417,800,15-Jul-80,0,.,1,45.89528,103.07139
4.1543E+14,NE,31123,415430,1030429,200,31-Jul-79,0,.,13,41.90833,103.07472
4.61355E+14,ND,38011,461355,1030433,184,15-Oct-81,1700,.,2,46.23195,103.07584
4.61355E+14,ND,38011,461355,1030433,152,21-Sep-89,1550,.,2,46.23195,103.07584
4.60902E+14,ND,38011,460902,1030436,80,21-Sep-89,1050,.,1,46.15055,103.07667
4.6083E+14,ND,38011,460830,1030445,118,15-Oct-81,1230,.,2,46.14167,103.07917
4.6083E+14,ND,38011,460830,1030445,80,14-Sep-89,1410,<,1,46.14167,103.07917
4.65745E+14,ND,38089,465745,1030454,190,30-Jun-81,1315,.,1,46.9625,103.08167
4.60718E+14,ND,38011,460718,1030455,65,27-Sep-89,1045,<,1,46.12167,103.08195
4.22832E+14,NE,31045,422832,1030506,,30-Aug-79,0,.,4,42.47556,103.085
4.60725E+14,ND,38011,460725,1030513,30,21-Oct-81,1530,.,2,46.12361,103.08694
4.13504E+14,NE,31123,413504,1030519,90,1-Aug-79,0,.,9,41.58445,103.08861
4.60812E+14,ND,38011,460812,1030537,61,6-Oct-81,1500,.,2,46.13667,103.09361
4.0432E+14,CO,8075,404320,1030538,17,3-Aug-94,1330,-,4,40.72222,103.09389
4.13954E+14,NE,31123,413954,1030539,125,15-Jul-91,1110,.,2,41.665,103.09417
4.60853E+14,ND,38011,460853,1030545,,15-Aug-80,1610,.,1,46.14806,103.09583
4.61349E+14,ND,38011,460849,1030551,136,15-Oct-81,1400,.,1,46.14694,103.0975
4.60834E+14,ND,38011,460834,1030555,53,13-Sep-89,1550,<,1,46.14278,103.09861
4.61355E+14,ND,38011,460855,1030560,74,25-Sep-89,1350,.,1,46.14861,103.1
4.5293E+14,SD,46063,452930,1030620,,15-Jul-80,0,.,1,45.49166,103.10555
4.14229E+14,NE,31123,414229,1030705,180,31-Jul-79,0,.,6,41.70806,103.11806
4.4033E+14,SD,46103,440330,1030760,1930,2-Aug-79,0,.,1,44.05833,103.13333
4.04106E+14,CO,8075,404106,1030822,18,4-Aug-94,1010,-,1,40.685,103.13944
4.13504E+14,NE,31123,413504,1030849,83,15-Jul-91,1520,.,7,41.58445,103.14694
4.41219E+14,SD,46093,441222,1030904,1860,31-Jul-79,0,.,2,44.20611,103.15111
4.13139E+14,NE,31123,413139,1030917,,3-Aug-79,0,.,8,41.5275,103.15472
4.15509E+14,NE,31123,415509,1030928,300,31-Jul-79,0,.,8,41.91917,103.15778
4.40334E+14,SD,46103,440334,1030956,3800,13-Oct-92,1400,.,4,44.05944,103.16556
4.12631E+14,NE,31123,412631,1031017,350,1-Aug-79,0,.,4,41.44194,103.17139
4.34803E+14,SD,46033,434803,1031035,905,2-Sep-82,0,<,1,43.80083,103.17639
4.40735E+14,SD,46103,440735,1031056,1730,19-Jun-80,0,.,1,44.12639,103.18222
4.7055E+14,ND,38007,470550,1031140,20,9-Aug-84,1600,<,1,47.09722,103.19444
4.34554E+14,SD,46033,434554,1031217,100,3-Sep-82,0,.,3,43.765,103.20472
4.346E+14,SD,46033,434560,1031235,125,2-Sep-82,0,.,1,43.76667,103.20972
4.65729E+14,ND,38089,465729,1031237,50,15-Aug-84,1240,.,50,46.95806,103.21028
4.65846E+14,ND,38089,465846,1031237,18,13-Nov-84,1425,.,1,46.97945,103.21028
4.65756E+14,ND,38089,465756,1031237,23,13-Nov-84,1520,.,13,46.96556,103.21028
4.65816E+14,ND,38089,465816,1031237,30,13-Nov-84,1630,.,4,46.97111,103.21028
4.34556E+14,SD,46033,434556,1031238,150,2-Sep-82,0,.,1,43.76555,103.21056
4.55414E+14,SD,46063,455414,1031245,150,15-Jul-80,0,.,1,45.90389,103.2125
4.35309E+14,SD,46103,435309,1031245,125,8-Sep-82,0,<,1,43.88583,103.2125
4.6582E+14,ND,38089,465820,1031251,61,7-Jun-84,1140,.,6,46.97222,103.21416
4.65816E+14,ND,38089,465816,1031251,27,28-Oct-86,955,.,57,46.97111,103.21416
4.65823E+14,ND,38089,465823,1031251,29,29-Oct-86,1300,.,46,46.97306,103.21416
4.6582E+14,ND,38089,465820,1031251,34,30-Oct-86,1530,.,27,46.97222,103.21416
4.35127E+14,SD,46103,435127,1031252,445,3-Sep-82,0,<,1,43.85749,103.21445
4.65816E+14,ND,38089,465816,1031255,36,28-Oct-86,1130,.,32,46.97111,103.21528
4.65823E+14,ND,38089,465823,1031255,32,29-Oct-86,1200,.,8,46.97306,103.21528
4.6582E+14,ND,38089,465820,1031300,32,28-Oct-86,1315,.,14,46.97222,103.21667
4.6582E+14,ND,38089,465820,1031300,31,29-Oct-86,1025,.,1,46.97222,103.21667
4.6582E+14,ND,38089,465820,1031300,29,30-Oct-86,1330,.,17,46.97222,103.21667
4.6582E+14,ND,38089,465820,1031300,31,30-Oct-86,1215,.,1,46.97222,103.21667
4.65823E+14,ND,38089,465823,1031305,29,16-May-84,1600,<,1,46.97306,103.21806
4.65816E+14,ND,38089,465816,1031305,39,17-May-84,1230,.,16,46.97112,103.21806
4.65823E+14,ND,38089,465823,1031305,237,17-May-84,1320,<,1,46.97306,103.21806
4.65823E+14,ND,38089,465823,1031305,31,28-Oct-86,1700,.,5,46.97306,103.21806
4.65823E+14,ND,38089,465823,1031305,36,28-Oct-86,1600,.,5,46.97306,103.21806
4.65819E+14,ND,38089,465819,1031305,36,28-Oct-86,1440,.,30,46.97195,103.21806
4.65823E+14,ND,38089,465823,1031305,27,30-Oct-86,1050,<,1,46.97306,103.21806
4.65753E+14,ND,38089,465753,1031310,57,15-Aug-84,1400,<,1,46.96472,103.21944
4.408E+14,SD,46103,440800,1031313,650,1-Aug-79,0,<,1,44.13334,103.22028
4.40427E+14,SD,46103,440427,1031317,3280,7-Feb-91,800,.,10,44.07417,103.22139
4.65819E+14,ND,38089,465819,1031319,30,17-May-84,1140,.,11,46.97195,103.22195
4.65833E+14,ND,38089,465833,1031319,38,17-May-84,1000,.,40,46.97583,103.22195
4.65853E+14,ND,38007,465853,1031320,65,24-Apr-84,1030,.,2,46.98139,103.22222
4.65816E+14,ND,38089,465816,1031324,32,16-May-84,1330,.,20,46.97111,103.22334
4.65826E+14,ND,38089,465826,1031324,24,17-May-84,1040,.,29,46.97389,103.22334
4.65836E+14,ND,38089,465836,1031324,38,27-Oct-86,1220,.,71,46.97667,103.22334
4.6583E+14,ND,38089,465830,1031333,20,17-May-84,920,.,14,46.975,103.22583
4.65758E+14,ND,38089,465758,1031336,15,2-Apr-84,1145,.,5,46.96611,103.22667
4.63503E+14,ND,38087,463503,1031341,58,22-Jan-85,1330,<,1,46.58417,103.22806
4.3483E+14,SD,46033,434830,1031343,60,8-Sep-82,0,.,3,43.80833,103.22861
4.40949E+14,SD,46093,440949,1031404,1000,1-Aug-79,0,<,1,44.16361,103.23444
4.40655E+14,SD,46103,440655,1031405,2680,5-Sep-91,830,.,4,44.11528,103.23473
4.40931E+14,SD,46093,440931,1031414,3060,8-Oct-92,900,.,3,44.15862,103.23722
4.14651E+14,NE,31123,414651,1031417,125,1-Aug-79,0,.,6,41.78083,103.23805
4.40203E+14,SD,46103,440203,1031436,1870,12-Aug-78,0,.,1,44.03417,103.24333
4.1452E+14,NE,31123,414520,1031447,169,10-Jul-91,1245,.,7,41.75555,103.24639
4.34908E+14,SD,46033,434908,1031452,300,8-Sep-82,0,.,2,43.81889,103.24778
4.1585E+14,NE,31123,415850,1031452,200,25-Jun-91,1353,.,7,41.98056,103.24778
4.34832E+14,SD,46033,434832,1031505,476,2-Aug-79,0,.,3,43.80889,103.25139
4.15806E+14,NE,31123,415806,1031516,245,31-Jul-79,0,.,5,41.96833,103.25445
4.40612E+14,SD,46103,440612,1031520,1790,6-Sep-91,930,.,2,44.10334,103.25555
4.40304E+14,SD,46103,440430,1031530,20,12-Jul-89,1045,<,1,44.075,103.25833
4.63456E+14,ND,38087,463456,1031535,45,22-Jan-85,1410,<,1,46.58222,103.25972
4.63536E+14,ND,38087,463536,1031535,40,23-Jan-85,1405,.,1,46.59333,103.25972
4.4043E+14,SD,46103,440430,1031602,570,14-Mar-90,1030,.,2,44.075,103.26722
4.63728E+14,ND,38087,463728,1031605,16,8-Nov-84,1000,.,160,46.62444,103.26806
4.4043E+14,SD,46103,440427,1031605,1170,14-Mar-90,1200,<,1,44.07417,103.26806
4.40342E+14,SD,46103,440342,1031607,1050,8-May-91,815,.,4,44.06167,103.26861
4.40832E+14,SD,46093,440832,1031609,1050,25-Aug-82,0,.,4,44.14222,103.26917
4.63718E+14,ND,38087,463718,1031610,34,8-Nov-84,1530,.,28,46.62167,103.26945
4.63728E+14,ND,38087,463728,1031610,45,8-Nov-84,1500,.,52,46.62445,103.26945
4.63849E+14,ND,38007,463849,1031610,0,23-Jan-85,1400,.,7,46.64695,103.26945
4.34832E+14,SD,46033,434829,1031611,605,31-Aug-82,0,.,8,43.80806,103.26972
4.40443E+14,SD,46103,440443,1031613,1290,25-Apr-90,1130,.,5,44.07861,103.27028
4.35916E+14,SD,46103,435916,1031618,1220,29-Jul-96,1100,.,2,43.98777,103.27167
4.35916E+14,SD,46103,435916,1031618,660,30-Jul-96,1030,.,2,43.98777,103.27167
4.40446E+14,SD,46103,440445,1031619,1390,21-Nov-89,1130,.,4,44.07917,103.27194
4.02955E+14,CO,8075,402955,1031635,36,18-Jul-94,1430,-,8,40.49861,103.27639
4.4022E+14,SD,46103,440220,1031640,1280,17-Dec-91,900,.,5,44.03889,103.27778
4.13121E+14,NE,31123,413121,1031654,150,25-Jun-91,1100,.,6,41.5225,103.28167
4.34502E+14,SD,46033,434502,1031658,1070,19-Jul-78,1600,.,11,43.75056,103.28278
4.65742E+14,ND,38007,465742,1031714,30,15-May-84,1345,<,1,46.96167,103.28722
4.65749E+14,ND,38007,465749,1031723,44,15-May-84,945,.,2,46.96361,103.28972
4.40526E+14,SD,46103,440526,1031730,1300,13-Dec-90,1115,.,4,44.09056,103.29166
4.40338E+14,SD,46103,440338,1031733,700,6-Dec-89,830,.,3,44.06055,103.2925
4.40338E+14,SD,46103,440338,1031733,115,14-May-92,1015,.,7,44.06055,103.2925
